axis,level_key,level_order,level_label,map_id,query_id,map_seed,query_seed,trunk_count,trunk_gap_m,gap_to_vehicle_width,obstacle_ratio,distance_min_m,distance_max_m,start,goal,euclidean_distance_m,teacher_success,teacher_failure_reason,teacher_time_s,teacher_expansions,teacher_path_length_m,timed_out,query_sampled,tree_density_per_100m2
density,d05,5,"d05:trees=115,gap=0.90m",17,3,20285622,20340823,115,0.9,1.2162162162162162,0.02668888888888889,8.0,,"[6.5, 20.400000000000002, -0.8144597465062615]","[23.200000000000003, 2.7, -0.8144597465062615]",24.334748817277738,True,,1.3626399040222168,3425,24.540421415593286,False,True,12.777777777777775
density,d05,5,"d05:trees=115,gap=0.90m",17,4,20285622,20340824,115,0.9,1.2162162162162162,0.02668888888888889,8.0,,"[27.6, 19.3, -2.830451780656686]","[4.9, 12.0, -2.830451780656686]",23.844915600605514,True,,0.3759181499481201,441,24.957145758047638,False,True,12.777777777777775
density,d06,6,"d06:trees=130,gap=0.85m",18,0,20286620,20350620,130,0.85,1.1486486486486487,0.0309,8.0,,"[24.6, 6.800000000000001, 2.922923707715851]","[10.200000000000001, 10.0, 2.922923707715851]",14.75127113166862,True,,0.4466133117675781,477,15.254769150442993,False,True,14.444444444444441
density,d06,6,"d06:trees=130,gap=0.85m",18,1,20286620,20350621,130,0.85,1.1486486486486487,0.0309,8.0,,"[1.3, 29.1, -0.42557078341100263]","[22.700000000000003, 19.400000000000002, -0.42557078341100263]",23.4957442955102,False,timeout,2.501365900039673,2997,0.0,True,True,14.444444444444441
density,d06,6,"d06:trees=130,gap=0.85m",18,2,20286620,20350622,130,0.85,1.1486486486486487,0.0309,8.0,,"[5.6000000000000005, 4.0, 0.3596470942354806]","[18.1, 8.700000000000001, 0.3596470942354806]",13.35440002396214,True,,1.4374923706054688,1617,13.760025080958819,False,True,14.444444444444441
density,d06,6,"d06:trees=130,gap=0.85m",18,3,20286620,20350623,130,0.85,1.1486486486486487,0.0309,8.0,,"[14.9, 16.400000000000002, -2.1415095869842555]","[9.700000000000001, 8.3, -2.1415095869842555]",9.625487000666512,True,,0.15326952934265137,25,9.723036331877896,False,True,14.444444444444441
density,d06,6,"d06:trees=130,gap=0.85m",18,4,20286620,20350624,130,0.85,1.1486486486486487,0.0309,8.0,,"[19.700000000000003, 3.2, 1.6128767342367871]","[18.900000000000002, 22.200000000000003, 1.6128767342367871]",19.016834647227707,False,timeout,2.5003204345703125,4535,0.0,True,True,14.444444444444441
density,d06,6,"d06:trees=130,gap=0.85m",19,0,20286621,20350720,130,0.85,1.1486486486486487,0.028255555555555555,8.0,,"[18.1, 16.400000000000002, -2.3988226790644314]","[7.1000000000000005, 6.300000000000001, -2.3988226790644314]",14.933519344079615,True,,0.26079392433166504,148,15.11844394612136,False,True,14.444444444444441
density,d06,6,"d06:trees=130,gap=0.85m",19,1,20286621,20350721,130,0.85,1.1486486486486487,0.028255555555555555,8.0,,"[8.3, 2.7, 0.5794068267216169]","[24.5, 13.3, 0.5794068267216169]",19.3597520645281,True,,0.258333683013916,239,19.992444060915197,False,True,14.444444444444441
density,d06,6,"d06:trees=130,gap=0.85m",19,2,20286621,20350722,130,0.85,1.1486486486486487,0.028255555555555555,8.0,,"[9.3, 23.6, -0.6052819895894721]","[29.1, 9.9, -0.6052819895894721]",24.077582935170216,True,,2.4310457706451416,4057,24.54038564285658,False,True,14.444444444444441
density,d06,6,"d06:trees=130,gap=0.85m",19,3,20286621,20350723,130,0.85,1.1486486486486487,0.028255555555555555,8.0,,"[9.1, 22.6, -1.7959220029578202]","[6.1000000000000005, 9.5, -1.7959220029578202]",13.439121995130487,True,,0.6241536140441895,575,13.705365912622101,False,True,14.444444444444441
density,d06,6,"d06:trees=130,gap=0.85m",19,4,20286621,20350724,130,0.85,1.1486486486486487,0.028255555555555555,8.0,,"[17.5, 11.700000000000001, 0.6060593315986423]","[27.6, 18.7, 0.6060593315986423]",12.288612614937456,True,,0.7344369888305664,821,13.495405178921994,False,True,14.444444444444441
density,d06,6,"d06:trees=130,gap=0.85m",20,0,20286622,20350820,130,0.85,1.1486486486486487,0.029366666666666666,8.0,,"[17.8, 14.3, 1.9513027039072615]","[14.8, 21.8, 1.9513027039072615]",8.077747210701755,True,,0.1636059284210205,31,8.094148913992802,False,True,14.444444444444441
density,d06,6,"d06:trees=130,gap=0.85m",20,1,20286622,20350821,130,0.85,1.1486486486486487,0.029366666666666666,8.0,,"[2.7, 13.5, 0.434107215546529]","[28.8, 25.6, 0.434107215546529]",28.768385425671703,True,,0.33960676193237305,427,29.88350456760045,False,True,14.444444444444441
density,d06,6,"d06:trees=130,gap=0.85m",20,2,20286622,20350822,130,0.85,1.1486486486486487,0.029366666666666666,8.0,,"[17.5, 27.6, -1.843805029881607]","[11.9, 7.6000000000000005, -1.843805029881607]",20.76920797719547,False,timeout,2.500349998474121,2624,0.0,True,True,14.444444444444441
density,d06,6,"d06:trees=130,gap=0.85m",20,3,20286622,20350823,130,0.85,1.1486486486486487,0.029366666666666666,8.0,,"[16.8, 1.1, 2.14717154738608]","[1.2000000000000002, 25.1, 2.14717154738608]",28.624465060503752,False,timeout,2.500088930130005,5833,0.0,True,True,14.444444444444441
density,d06,6,"d06:trees=130,gap=0.85m",20,4,20286622,20350824,130,0.85,1.1486486486486487,0.029366666666666666,8.0,,"[12.100000000000001, 18.0, -0.09625336522362572]","[26.6, 16.6, -0.09625336522362572]",14.567429423202983,True,,0.34432077407836914,345,14.802340814956008,False,True,14.444444444444441
density,d07,7,"d07:trees=145,gap=0.80m",21,0,20287620,20360620,145,0.8,1.0810810810810811,0.03228888888888889,8.0,,"[26.3, 27.700000000000003, -2.347185724901928]","[4.3, 5.300000000000001, -2.347185724901928]",31.39681512510465,False,timeout,2.5020322799682617,4889,0.0,True,True,16.111111111111107
density,d07,7,"d07:trees=145,gap=0.80m",21,1,20287620,20360621,145,0.8,1.0810810810810811,0.03228888888888889,8.0,,"[19.3, 1.1, 1.5244973908545731]","[20.5, 27.0, 1.5244973908545731]",25.927784324928343,False,timeout,2.5002191066741943,3876,0.0,True,True,16.111111111111107
density,d07,7,"d07:trees=145,gap=0.80m",21,2,20287620,20360622,145,0.8,1.0810810810810811,0.03228888888888889,8.0,,"[9.0, 15.700000000000001, 0.5294550273927663]","[22.5, 23.6, 0.5294550273927663]",15.641611170208778,True,,0.6834561824798584,876,16.36572228729639,False,True,16.111111111111107
density,d07,7,"d07:trees=145,gap=0.80m",21,3,20287620,20360623,145,0.8,1.0810810810810811,0.03228888888888889,8.0,,"[26.200000000000003, 5.7, 1.6884766631829067]","[23.8, 26.0, 1.6884766631829067]",20.441379601191308,True,,0.5710539817810059,1207,21.692913834781866,False,True,16.111111111111107
density,d07,7,"d07:trees=145,gap=0.80m",21,4,20287620,20360624,145,0.8,1.0810810810810811,0.03228888888888889,8.0,,"[21.0, 24.400000000000002, -1.6010900867136715]","[20.700000000000003, 14.5, -1.6010900867136715]",9.904544411531509,True,,0.8347063064575195,1037,10.040729537134252,False,True,16.111111111111107
density,d07,7,"d07:trees=145,gap=0.80m",22,0,20287621,20360720,145,0.8,1.0810810810810811,0.033555555555555554,8.0,,"[29.0, 23.1, -2.276119165917807]","[14.100000000000001, 5.6000000000000005, -2.276119165917807]",22.983907413666632,False,timeout,2.5004944801330566,6072,0.0,True,True,16.111111111111107
density,d07,7,"d07:trees=145,gap=0.80m",22,1,20287621,20360721,145,0.8,1.0810810810810811,0.033555555555555554,8.0,,"[3.2, 1.7000000000000002, 0.6457299312541676]","[24.700000000000003, 17.900000000000002, 0.6457299312541676]",26.92006686470151,False,timeout,2.500019073486328,5486,0.0,True,True,16.111111111111107
density,d07,7,"d07:trees=145,gap=0.80m",22,2,20287621,20360722,145,0.8,1.0810810810810811,0.033555555555555554,8.0,,"[18.400000000000002, 18.7, -2.5829933382462307]","[2.4000000000000004, 8.700000000000001, -2.5829933382462307]",18.867962264113206,True,,0.4782843589782715,595,19.48872624098097,False,True,16.111111111111107
density,d07,7,"d07:trees=145,gap=0.80m",22,3,20287621,20360723,145,0.8,1.0810810810810811,0.033555555555555554,8.0,,"[17.900000000000002, 26.200000000000003, -3.063321513068515]","[2.6, 25.0, -3.063321513068515]",15.346986674914397,False,timeout,2.5001792907714844,3458,0.0,True,True,16.111111111111107
density,d07,7,"d07:trees=145,gap=0.80m",22,4,20287621,20360724,145,0.8,1.0810810810810811,0.033555555555555554,8.0,,"[1.0, 8.8, 1.2841191029314798]","[6.1000000000000005, 26.1, 1.2841191029314798]",18.03607496103296,False,timeout,2.5009775161743164,2865,0.0,True,True,16.111111111111107
density,d07,7,"d07:trees=145,gap=0.80m",23,0,20287622,20360820,145,0.8,1.0810810810810811,0.030822222222222223,8.0,,"[2.0, 2.2, 0.11877978621987097]","[26.3, 5.1000000000000005, 0.11877978621987097]",24.472433471152804,True,,2.0178685188293457,3283,25.178839609157862,False,True,16.111111111111107
density,d07,7,"d07:trees=145,gap=0.80m",23,1,20287622,20360821,145,0.8,1.0810810810810811,0.030822222222222223,8.0,,"[27.400000000000002, 18.1, -2.8153035524434307]","[7.6000000000000005, 11.4, -2.8153035524434307]",20.902870616257474,True,,0.48391222953796387,501,21.39515805437759,False,True,16.111111111111107
density,d07,7,"d07:trees=145,gap=0.80m",23,2,20287622,20360822,145,0.8,1.0810810810810811,0.030822222222222223,8.0,,"[20.700000000000003, 14.3, 2.2817056999784633]","[11.4, 25.1, 2.2817056999784633]",14.252368224263645,False,timeout,2.5002622604370117,3757,0.0,True,True,16.111111111111107
density,d07,7,"d07:trees=145,gap=0.80m",23,3,20287622,20360823,145,0.8,1.0810810810810811,0.030822222222222223,8.0,,"[3.7, 23.700000000000003, -1.5707963267948966]","[3.7, 2.9000000000000004, -1.5707963267948966]",20.800000000000004,False,timeout,2.500138998031616,5854,0.0,True,True,16.111111111111107
density,d07,7,"d07:trees=145,gap=0.80m",23,4,20287622,20360824,145,0.8,1.0810810810810811,0.030822222222222223,8.0,,"[25.400000000000002, 19.3, -1.9743826307928976]","[17.5, 0.8, -1.9743826307928976]",20.116162655934158,True,,0.31638240814208984,351,20.70607181455517,False,True,16.111111111111107
distance,d04_08,0,"[4.0,8.0)m",24,0,20310620,20320620,90,1.0,1.3513513513513513,0.021144444444444445,4.0,8.0,"[13.9, 29.200000000000003, -1.0906212971913696]","[16.400000000000002, 24.400000000000002, -1.0906212971913696]",5.412023651093925,True,,0.1439061164855957,1,5.412023651093925,False,True,9.999999999999998
distance,d04_08,0,"[4.0,8.0)m",24,1,20310620,20320621,90,1.0,1.3513513513513513,0.021144444444444445,4.0,8.0,"[20.400000000000002, 8.4, 1.3212094013579119]","[21.700000000000003, 13.5, 1.3212094013579119]",5.263078946776306,True,,0.1422128677368164,1,5.263078946776306,False,True,9.999999999999998
distance,d04_08,0,"[4.0,8.0)m",24,2,20310620,20320622,90,1.0,1.3513513513513513,0.021144444444444445,4.0,8.0,"[10.9, 22.8, -1.484802035600656]","[11.4, 17.0, -1.484802035600656]",5.821511831131154,True,,0.14268970489501953,1,5.821511831131154,False,True,9.999999999999998
distance,d04_08,0,"[4.0,8.0)m",24,3,20310620,20320623,90,1.0,1.3513513513513513,0.021144444444444445,4.0,8.0,"[14.3, 15.5, 2.9010584056438886]","[9.0, 16.8, 2.9010584056438886]",5.457105459856902,True,,0.1474909782409668,13,5.565417154084703,False,True,9.999999999999998
distance,d04_08,0,"[4.0,8.0)m",24,4,20310620,20320624,90,1.0,1.3513513513513513,0.021144444444444445,4.0,8.0,"[3.0, 26.700000000000003, -0.9407624172489816]","[6.5, 21.900000000000002, -0.9407624172489816]",5.940538696111659,True,,0.21101689338684082,81,6.030559292706668,False,True,9.999999999999998
distance,d04_08,0,"[4.0,8.0)m",24,5,20310620,20320625,90,1.0,1.3513513513513513,0.021144444444444445,4.0,8.0,"[22.6, 9.8, -2.649381386750227]","[15.700000000000001, 6.1000000000000005, -2.649381386750227]",7.829431652425354,True,,0.14139008522033691,1,7.829431652425354,False,True,9.999999999999998
distance,d08_12,1,"[8.0,12.0)m",24,6,20310620,20321620,90,1.0,1.3513513513513513,0.021144444444444445,8.0,12.0,"[15.0, 8.200000000000001, -0.8086497862079113]","[21.3, 1.6, -0.8086497862079113]",9.124143795447331,True,,0.14136600494384766,1,9.124143795447331,False,True,9.999999999999998
distance,d08_12,1,"[8.0,12.0)m",24,7,20310620,20321621,90,1.0,1.3513513513513513,0.021144444444444445,8.0,12.0,"[8.6, 23.700000000000003, -0.7049271521319876]","[15.3, 18.0, -0.7049271521319876]",8.796590248499703,True,,1.230407953262329,1339,8.997224720797085,False,True,9.999999999999998
distance,d08_12,1,"[8.0,12.0)m",24,8,20310620,20321622,90,1.0,1.3513513513513513,0.021144444444444445,8.0,12.0,"[22.700000000000003, 24.1, -2.5766882515590166]","[15.600000000000001, 19.6, -2.5766882515590166]",8.405950273467004,True,,0.5946683883666992,721,8.903634327934308,False,True,9.999999999999998
distance,d08_12,1,"[8.0,12.0)m",24,9,20310620,20321623,90,1.0,1.3513513513513513,0.021144444444444445,8.0,12.0,"[4.800000000000001, 10.600000000000001, 1.3376165261480804]","[6.7, 18.6, 1.3376165261480804]",8.222530024268686,True,,0.21453595161437988,115,8.452757795730971,False,True,9.999999999999998
distance,d08_12,1,"[8.0,12.0)m",24,10,20310620,20321624,90,1.0,1.3513513513513513,0.021144444444444445,8.0,12.0,"[9.5, 16.3, -0.4417931655174436]","[16.900000000000002, 12.8, -0.4417931655174436]",8.185963596303127,True,,0.1446516513824463,1,8.185963596303127,False,True,9.999999999999998
distance,d08_12,1,"[8.0,12.0)m",24,11,20310620,20321625,90,1.0,1.3513513513513513,0.021144444444444445,8.0,12.0,"[11.0, 7.9, 0.4978223326170011]","[20.200000000000003, 12.9, 0.4978223326170011]",10.470912090166742,True,,0.3133068084716797,280,10.682765119470329,False,True,9.999999999999998
distance,d12_16,2,"[12.0,16.0)m",24,12,20310620,20322620,90,1.0,1.3513513513513513,0.021144444444444445,12.0,16.0,"[27.6, 27.8, -1.7136082942270368]","[25.400000000000002, 12.5, -1.7136082942270368]",15.457360706149029,True,,0.3072540760040283,265,15.64118424963467,False,True,9.999999999999998
distance,d12_16,2,"[12.0,16.0)m",24,13,20310620,20322621,90,1.0,1.3513513513513513,0.021144444444444445,12.0,16.0,"[2.7, 18.6, -1.2422431562434457]","[7.2, 5.4, -1.2422431562434457]",13.945967159003352,True,,0.14251112937927246,1,13.945967159003352,False,True,9.999999999999998
distance,d12_16,2,"[12.0,16.0)m",24,14,20310620,20322622,90,1.0,1.3513513513513513,0.021144444444444445,12.0,16.0,"[12.4, 5.4, 2.1660320772536235]","[3.8000000000000003, 18.1, 2.1660320772536235]",15.337861650177969,True,,0.20522165298461914,97,15.898934198980223,False,True,9.999999999999998
distance,d12_16,2,"[12.0,16.0)m",24,15,20310620,20322623,90,1.0,1.3513513513513513,0.021144444444444445,12.0,16.0,"[14.0, 21.400000000000002, 0.5531091744264264]","[25.5, 28.5, 0.5531091744264264]",13.515176654413363,True,,0.6856226921081543,921,14.13762900399476,False,True,9.999999999999998
distance,d12_16,2,"[12.0,16.0)m",24,16,20310620,20322624,90,1.0,1.3513513513513513,0.021144444444444445,12.0,16.0,"[8.3, 18.6, 0.3322764814283675]","[22.5, 23.5, 0.3322764814283675]",15.02165104108067,True,,0.28154683113098145,205,15.533638641800412,False,True,9.999999999999998
distance,d12_16,2,"[12.0,16.0)m",24,17,20310620,20322625,90,1.0,1.3513513513513513,0.021144444444444445,12.0,16.0,"[5.7, 27.400000000000002, -0.0487418513099317]","[18.0, 26.8, -0.0487418513099317]",12.314625451064275,True,,0.6284546852111816,865,12.363499330409068,False,True,9.999999999999998
distance,d16_20,3,"[16.0,20.0)m",24,18,20310620,20323620,90,1.0,1.3513513513513513,0.021144444444444445,16.0,20.0,"[21.5, 14.3, 3.023500625170699]","[3.8000000000000003, 16.400000000000002, 3.023500625170699]",17.82414093301554,True,,0.21256613731384277,127,18.003865445637324,False,True,9.999999999999998
distance,d16_20,3,"[16.0,20.0)m",24,19,20310620,20323621,90,1.0,1.3513513513513513,0.021144444444444445,16.0,20.0,"[10.700000000000001, 19.1, -1.0801944630861096]","[19.3, 3.0, -1.0801944630861096]",18.252944967867514,True,,1.911327600479126,1995,18.95085378019744,False,True,9.999999999999998
distance,d16_20,3,"[16.0,20.0)m",24,20,20310620,20323622,90,1.0,1.3513513513513513,0.021144444444444445,16.0,20.0,"[5.2, 3.7, 1.7479324419715985]","[2.3000000000000003, 19.900000000000002, 1.7479324419715985]",16.457521077003065,True,,0.17560791969299316,49,16.68640806589877,False,True,9.999999999999998
distance,d16_20,3,"[16.0,20.0)m",24,21,20310620,20323623,90,1.0,1.3513513513513513,0.021144444444444445,16.0,20.0,"[28.1, 4.1000000000000005, 1.606075800388488]","[27.5, 21.1, 1.606075800388488]",17.010584939971935,True,,0.1430528163909912,1,17.010584939971935,False,True,9.999999999999998
distance,d16_20,3,"[16.0,20.0)m",24,22,20310620,20323624,90,1.0,1.3513513513513513,0.021144444444444445,16.0,20.0,"[5.7, 9.1, 0.9512086540840813]","[15.9, 23.400000000000002, 0.9512086540840813]",17.565022060902745,True,,1.602463960647583,2437,18.038759276697245,False,True,9.999999999999998
distance,d16_20,3,"[16.0,20.0)m",24,23,20310620,20323625,90,1.0,1.3513513513513513,0.021144444444444445,16.0,20.0,"[9.3, 22.8, -1.6170061818277215]","[8.5, 5.5, -1.6170061818277215]",17.318487231857176,False,timeout,2.500088691711426,3741,0.0,True,True,9.999999999999998
distance,d20_inf,4,20.0m+,24,24,20310620,20324620,90,1.0,1.3513513513513513,0.021144444444444445,20.0,,"[6.2, 7.7, 0.3901715036555403]","[29.3, 17.2, 0.3901715036555403]",24.977189593707298,True,,0.3654327392578125,505,25.776281205163066,False,True,9.999999999999998
distance,d20_inf,4,20.0m+,24,25,20310620,20324621,90,1.0,1.3513513513513513,0.021144444444444445,20.0,,"[24.5, 3.6, 1.8912697426777385]","[16.7, 27.1, 1.8912697426777385]",24.76065427245411,True,,0.2793772220611572,216,25.844582949092015,False,True,9.999999999999998
distance,d20_inf,4,20.0m+,24,26,20310620,20324622,90,1.0,1.3513513513513513,0.021144444444444445,20.0,,"[19.8, 24.400000000000002, -2.5800989903226945]","[1.2000000000000002, 12.700000000000001, -2.5800989903226945]",21.973848092675986,False,timeout,2.500000476837158,2885,0.0,True,True,9.999999999999998
distance,d20_inf,4,20.0m+,24,27,20310620,20324623,90,1.0,1.3513513513513513,0.021144444444444445,20.0,,"[19.5, 2.1, 1.8536443624917311]","[13.600000000000001, 22.400000000000002, 1.8536443624917311]",21.140009460735822,True,,0.1530461311340332,25,21.39215257919496,False,True,9.999999999999998
distance,d20_inf,4,20.0m+,24,28,20310620,20324624,90,1.0,1.3513513513513513,0.021144444444444445,20.0,,"[26.0, 29.1, -1.763413766010716]","[20.5, 0.9, -1.763413766010716]",28.73134177166114,True,,1.488011121749878,2545,29.696080991578036,False,True,9.999999999999998
distance,d20_inf,4,20.0m+,24,29,20310620,20324625,90,1.0,1.3513513513513513,0.021144444444444445,20.0,,"[6.6000000000000005, 21.700000000000003, -0.5519297832910719]","[26.900000000000002, 9.200000000000001, -0.5519297832910719]",23.83988255004626,True,,0.19525814056396484,121,25.068739448976473,False,True,9.999999999999998
distance,d04_08,0,"[4.0,8.0)m",25,0,20310621,20330620,90,1.0,1.3513513513513513,0.020866666666666665,4.0,8.0,"[4.2, 17.1, -0.8584387287005677]","[8.0, 12.700000000000001, -0.8584387287005677]",5.813776741499454,True,,0.3640015125274658,319,6.563468472179014,False,True,9.999999999999998
distance,d04_08,0,"[4.0,8.0)m",25,1,20310621,20330621,90,1.0,1.3513513513513513,0.020866666666666665,4.0,8.0,"[12.600000000000001, 26.1, -1.7172805051884579]","[11.700000000000001, 20.0, -1.7172805051884579]",6.1660360037872,True,,0.1435222625732422,1,6.1660360037872,False,True,9.999999999999998
distance,d04_08,0,"[4.0,8.0)m",25,2,20310621,20330622,90,1.0,1.3513513513513513,0.020866666666666665,4.0,8.0,"[19.0, 20.400000000000002, -1.3734007669450157]","[19.8, 16.400000000000002, -1.3734007669450157]",4.079215610874228,True,,0.14276981353759766,1,4.079215610874228,False,True,9.999999999999998
distance,d04_08,0,"[4.0,8.0)m",25,3,20310621,20330623,90,1.0,1.3513513513513513,0.020866666666666665,4.0,8.0,"[21.0, 18.5, -1.8925468811915387]","[18.6, 11.3, -1.8925468811915387]",7.589466384404109,True,,0.15721940994262695,21,7.6733416093172595,False,True,9.999999999999998
distance,d04_08,0,"[4.0,8.0)m",25,4,20310621,20330624,90,1.0,1.3513513513513513,0.020866666666666665,4.0,8.0,"[24.8, 24.8, -1.6162196062164738]","[24.5, 18.2, -1.6162196062164738]",6.606814663663574,True,,0.6046202182769775,549,6.682860177878241,False,True,9.999999999999998
distance,d04_08,0,"[4.0,8.0)m",25,5,20310621,20330625,90,1.0,1.3513513513513513,0.020866666666666665,4.0,8.0,"[13.100000000000001, 6.6000000000000005, 2.7181532474300742]","[6.0, 9.8, 2.7181532474300742]",7.787810988975016,True,,0.14211606979370117,1,7.787810988975016,False,True,9.999999999999998
distance,d08_12,1,"[8.0,12.0)m",25,6,20310621,20331620,90,1.0,1.3513513513513513,0.020866666666666665,8.0,12.0,"[20.8, 19.400000000000002, -1.9246214389688399]","[16.7, 8.3, -1.9246214389688399]",11.833004690272038,True,,0.4087224006652832,309,12.233779427271418,False,True,9.999999999999998
distance,d08_12,1,"[8.0,12.0)m",25,7,20310621,20331621,90,1.0,1.3513513513513513,0.020866666666666665,8.0,12.0,"[18.6, 10.600000000000001, -2.439869624859741]","[10.200000000000001, 3.5, -2.439869624859741]",10.99863627910297,True,,0.3545706272125244,377,11.357189051959049,False,True,9.999999999999998
distance,d08_12,1,"[8.0,12.0)m",25,8,20310621,20331622,90,1.0,1.3513513513513513,0.020866666666666665,8.0,12.0,"[4.0, 23.3, -1.7345345679092559]","[2.1, 11.8, -1.7345345679092559]",11.655899793666725,True,,0.2849242687225342,205,11.827294557439176,False,True,9.999999999999998
distance,d08_12,1,"[8.0,12.0)m",25,9,20310621,20331623,90,1.0,1.3513513513513513,0.020866666666666665,8.0,12.0,"[13.4, 25.700000000000003, -1.1115539756409012]","[17.900000000000002, 16.6, -1.1115539756409012]",10.151847122568388,True,,1.4643690586090088,1415,11.33842755869217,False,True,9.999999999999998
distance,d08_12,1,"[8.0,12.0)m",25,10,20310621,20331624,90,1.0,1.3513513513513513,0.020866666666666665,8.0,12.0,"[29.400000000000002, 27.700000000000003, -2.066561401899338]","[24.1, 17.900000000000002, -2.066561401899338]",11.14136436887332,True,,0.18608641624450684,71,11.659164969986342,False,True,9.999999999999998
distance,d08_12,1,"[8.0,12.0)m",25,11,20310621,20331625,90,1.0,1.3513513513513513,0.020866666666666665,8.0,12.0,"[6.0, 11.200000000000001, 1.9804424354197345]","[2.7, 18.8, 1.9804424354197345]",8.285529554590942,True,,0.44281864166259766,417,8.36673417007062,False,True,9.999999999999998
distance,d12_16,2,"[12.0,16.0)m",25,12,20310621,20332620,90,1.0,1.3513513513513513,0.020866666666666665,12.0,16.0,"[13.100000000000001, 13.100000000000001, 0.35585805714758184]","[24.400000000000002, 17.3, 0.35585805714758184]",12.055289295574786,False,timeout,2.5002379417419434,2738,0.0,True,True,9.999999999999998
distance,d12_16,2,"[12.0,16.0)m",25,13,20310621,20332621,90,1.0,1.3513513513513513,0.020866666666666665,12.0,16.0,"[7.7, 4.0, 1.3550301303878542]","[10.9, 18.6, 1.3550301303878542]",14.946571513226706,True,,0.2373361587524414,136,15.367270971619508,False,True,9.999999999999998
distance,d12_16,2,"[12.0,16.0)m",25,14,20310621,20332622,90,1.0,1.3513513513513513,0.020866666666666665,12.0,16.0,"[20.400000000000002, 9.0, -2.728050564040926]","[6.5, 2.9000000000000004, -2.728050564040926]",15.179591562357666,True,,0.14265799522399902,1,15.179591562357666,False,True,9.999999999999998
distance,d12_16,2,"[12.0,16.0)m",25,15,20310621,20332623,90,1.0,1.3513513513513513,0.020866666666666665,12.0,16.0,"[3.2, 9.8, 1.7579732642344592]","[0.7000000000000001, 23.0, 1.7579732642344592]",13.434656675925886,False,timeout,2.5005414485931396,2813,0.0,True,True,9.999999999999998
distance,d12_16,2,"[12.0,16.0)m",25,16,20310621,20332624,90,1.0,1.3513513513513513,0.020866666666666665,12.0,16.0,"[24.1, 24.3, -1.3881417138803258]","[27.0, 8.6, -1.3881417138803258]",15.96558799418299,True,,0.38780879974365234,391,16.40676145309034,False,True,9.999999999999998
distance,d12_16,2,"[12.0,16.0)m",25,17,20310621,20332625,90,1.0,1.3513513513513513,0.020866666666666665,12.0,16.0,"[1.9000000000000001, 12.8, 0.6524963684180755]","[12.5, 20.900000000000002, 0.6524963684180755]",13.34053971921676,True,,0.3129420280456543,301,13.66409624837169,False,True,9.999999999999998
distance,d16_20,3,"[16.0,20.0)m",25,18,20310621,20333620,90,1.0,1.3513513513513513,0.020866666666666665,16.0,20.0,"[19.0, 25.900000000000002, -1.0631955622740255]","[28.400000000000002, 9.0, -1.0631955622740255]",19.338303958723994,True,,0.19069457054138184,105,19.5673355177,False,True,9.999999999999998
distance,d16_20,3,"[16.0,20.0)m",25,19,20310621,20333621,90,1.0,1.3513513513513513,0.020866666666666665,16.0,20.0,"[20.0, 27.200000000000003, -1.4833009859925053]","[21.5, 10.100000000000001, -1.4833009859925053]",17.165663401103963,True,,1.9922890663146973,2677,17.536807415454238,False,True,9.999999999999998
distance,d16_20,3,"[16.0,20.0)m",25,20,20310621,20333622,90,1.0,1.3513513513513513,0.020866666666666665,16.0,20.0,"[5.4, 10.100000000000001, 0.9357695914045828]","[16.6, 25.3, 0.9357695914045828]",18.880677953929514,True,,0.2361607551574707,201,19.370949670293395,False,True,9.999999999999998
distance,d16_20,3,"[16.0,20.0)m",25,21,20310621,20333623,90,1.0,1.3513513513513513,0.020866666666666665,16.0,20.0,"[0.8, 3.6, 0.5454750689277834]","[15.3, 12.4, 0.5454750689277834]",16.961426826773742,False,timeout,2.50014328956604,3370,0.0,True,True,9.999999999999998
distance,d16_20,3,"[16.0,20.0)m",25,22,20310621,20333624,90,1.0,1.3513513513513513,0.020866666666666665,16.0,20.0,"[15.3, 2.5, 0.6774856745807718]","[28.6, 13.200000000000001, 0.6774856745807718]",17.06985647274165,False,timeout,2.5000827312469482,3826,0.0,True,True,9.999999999999998
distance,d16_20,3,"[16.0,20.0)m",25,23,20310621,20333625,90,1.0,1.3513513513513513,0.020866666666666665,16.0,20.0,"[26.0, 11.4, 2.411898883843635]","[11.8, 24.1, 2.411898883843635]",19.050721771103582,False,timeout,2.5008366107940674,3817,0.0,True,True,9.999999999999998
distance,d20_inf,4,20.0m+,25,24,20310621,20334620,90,1.0,1.3513513513513513,0.020866666666666665,20.0,,"[19.6, 5.0, 1.3640377446812777]","[23.900000000000002, 25.5, 1.3640377446812777]",20.94612135933524,True,,0.21299457550048828,148,21.36652160680574,False,True,9.999999999999998
distance,d20_inf,4,20.0m+,25,25,20310621,20334621,90,1.0,1.3513513513513513,0.020866666666666665,20.0,,"[7.0, 3.4000000000000004, 1.0145453437294818]","[21.3, 26.400000000000002, 1.0145453437294818]",27.083020511013906,True,,0.25435853004455566,329,27.701280219978315,False,True,9.999999999999998
distance,d20_inf,4,20.0m+,25,26,20310621,20334622,90,1.0,1.3513513513513513,0.020866666666666665,20.0,,"[28.200000000000003, 0.7000000000000001, 1.9113240167839713]","[19.200000000000003, 26.1, 1.9113240167839713]",26.947356085523495,True,,0.30893373489379883,385,27.4035937742631,False,True,9.999999999999998
