global_query_id,map_id,query_id,profile_name,difficulty_bucket,distance_bin_key,distance_min_m,distance_max_m,map_seed,query_seed,start,goal,euclidean_distance_m,teacher_success,teacher_failure_reason,teacher_time_s,teacher_expansions,teacher_path_length_m,teacher_path_pose_count,label_attempted,label_success,label_failure_reason,label_sample_count,total_segment_count,label_candidate_checks
16834,420,34,easy_d00,Easy,d16_20,16.0,20.0,20361040,20880654,"[25.8, 13.8, 3.0419240010986313]","[6.800000000000001, 15.700000000000001, 3.0419240010986313]",19.09476368012969,False,timeout,2.5011630058288574,779,0.0,0,False,False,,0,0,0
16835,420,35,easy_d00,Easy,d20_inf,20.0,,20361040,20880655,"[4.6000000000000005, 25.8, -0.43479314077861947]","[28.5, 14.700000000000001, -0.43479314077861947]",26.351850029931484,True,,0.7710731029510498,25,26.963887796287963,273,True,True,,3,4,172
16836,420,36,easy_d00,Easy,d08_12,8.0,12.0,20361040,20880656,"[20.3, 7.6000000000000005, 1.4288992721907328]","[21.5, 16.0, 1.4288992721907328]",8.48528137423857,True,,0.3250918388366699,1,8.48528137423857,86,True,True,,1,2,6
16837,420,37,easy_d00,Easy,d12_16,12.0,16.0,20361040,20880657,"[19.3, 21.8, 3.0531145811088174]","[6.9, 22.900000000000002, 3.0531145811088174]",12.44869471069156,True,,2.201371908187866,655,12.503839114100584,127,True,True,,1,2,35
16838,420,38,easy_d00,Easy,d16_20,16.0,20.0,20361040,20880658,"[16.3, 9.9, 1.9130281881733264]","[10.600000000000001, 25.900000000000002, 1.9130281881733264]",16.984993376507393,True,,0.9169139862060547,81,17.29922577989422,176,True,True,,2,3,79
16839,420,39,easy_d00,Easy,d20_inf,20.0,,20361040,20880659,"[27.3, 27.5, -2.979838396267838]","[3.4000000000000004, 23.6, -2.979838396267838]",24.21611034001951,True,,0.3576347827911377,1,24.21611034001951,244,True,True,,3,4,133
16840,421,0,easy_d01,Easy,d08_12,8.0,12.0,20361041,20881620,"[9.3, 12.100000000000001, -0.22064718266034372]","[20.0, 9.700000000000001, -0.22064718266034372]",10.965856099730654,True,,0.551807165145874,1,10.965856099730654,111,True,True,,1,2,18
16841,421,1,easy_d01,Easy,d12_16,12.0,16.0,20361041,20881621,"[6.2, 16.3, 0.6403564650708427]","[16.400000000000002, 23.900000000000002, 0.6403564650708427]",12.72006289292628,True,,1.1178197860717773,221,12.993315225762936,133,True,True,,1,2,29
16842,421,2,easy_d01,Easy,d16_20,16.0,20.0,20361041,20881622,"[20.900000000000002, 19.900000000000002, -2.2165471505778926]","[10.200000000000001, 5.7, -2.2165471505778926]",17.780044994318775,False,timeout,2.505418062210083,1051,0.0,0,False,False,,0,0,0
16843,421,3,easy_d01,Easy,d20_inf,20.0,,20361041,20881623,"[2.4000000000000004, 17.3, 0.1820416801074785]","[22.5, 21.0, 0.1820416801074785]",20.437710243566915,True,,1.7254693508148193,569,20.81080941170065,211,True,True,,4,5,194
16844,421,4,easy_d01,Easy,d08_12,8.0,12.0,20361041,20881624,"[8.8, 23.8, -1.7260583207020066]","[7.0, 12.3, -1.7260583207020066]",11.640017182117903,True,,0.5738897323608398,1,11.640017182117903,118,True,True,,1,2,22
16845,421,5,easy_d01,Easy,d12_16,12.0,16.0,20361041,20881625,"[11.700000000000001, 21.5, -0.9606645394005292]","[19.6, 10.200000000000001, -0.9606645394005292]",13.787675656179324,True,,0.7714612483978271,153,14.920135820844562,152,True,True,,3,4,122
16846,421,6,easy_d01,Easy,d16_20,16.0,20.0,20361041,20881626,"[9.200000000000001, 27.0, -0.5488070016205127]","[24.900000000000002, 17.400000000000002, -0.5488070016205127]",18.402445489662508,True,,0.6153264045715332,1,18.402445489662508,186,True,True,,2,3,71
16847,421,7,easy_d01,Easy,d20_inf,20.0,,20361041,20881627,"[3.2, 25.200000000000003, -0.7433668573991008]","[25.5, 4.7, -0.7433668573991008]",30.290922732726386,False,timeout,2.500094175338745,989,0.0,0,False,False,,0,0,0
16848,421,8,easy_d01,Easy,d08_12,8.0,12.0,20361041,20881628,"[14.700000000000001, 11.5, 1.446441332248135]","[15.700000000000001, 19.5, 1.446441332248135]",8.06225774829855,False,timeout,2.5018019676208496,557,0.0,0,False,False,,0,0,0
16849,421,9,easy_d01,Easy,d12_16,12.0,16.0,20361041,20881629,"[5.9, 9.1, 0.7469555733762605]","[16.7, 19.1, 0.7469555733762605]",14.71869559437928,False,timeout,2.500633716583252,1026,0.0,0,False,False,,0,0,0
16850,421,10,easy_d01,Easy,d16_20,16.0,20.0,20361041,20881630,"[14.4, 21.8, -0.9037846992443404]","[24.400000000000002, 9.1, -0.9037846992443404]",16.16446720433433,True,,0.9016628265380859,171,16.39449968165304,166,True,True,,2,3,66
16851,421,11,easy_d01,Easy,d20_inf,20.0,,20361041,20881631,"[2.3000000000000003, 9.9, 0.2934076308637667]","[25.8, 17.0, 0.2934076308637667]",24.54913440429214,True,,0.5858936309814453,41,24.724138068379396,250,True,True,,3,4,166
16852,421,12,easy_d01,Easy,d08_12,8.0,12.0,20361041,20881632,"[7.7, 20.5, 2.4913651888413537]","[0.6000000000000001, 25.900000000000002, 2.4913651888413537]",8.920201791439474,True,,0.46961450576782227,1,8.920201791439474,91,True,True,,1,2,8
16853,421,13,easy_d01,Easy,d12_16,12.0,16.0,20361041,20881633,"[7.7, 17.1, -0.48724204976150054]","[21.1, 10.0, -0.48724204976150054]",15.1647617851386,True,,0.6268384456634521,33,15.592171946533682,158,True,True,,1,2,41
16854,421,14,easy_d01,Easy,d16_20,16.0,20.0,20361041,20881634,"[3.7, 28.6, -0.26060239174734084]","[20.200000000000003, 24.200000000000003, -0.26060239174734084]",17.07659216588603,True,,1.2325661182403564,197,17.54534114264337,178,True,True,,2,3,64
16855,421,15,easy_d01,Easy,d20_inf,20.0,,20361041,20881635,"[18.5, 0.8, 1.7346045224386974]","[14.5, 25.0, 1.7346045224386974]",24.52835094334717,False,timeout,2.501246690750122,764,0.0,0,False,False,,0,0,0
16856,421,16,easy_d01,Easy,d08_12,8.0,12.0,20361041,20881636,"[13.8, 20.900000000000002, 0.10078099908466757]","[22.700000000000003, 21.8, 0.10078099908466757]",8.94538987411952,False,timeout,2.5006563663482666,423,0.0,0,False,False,,0,0,0
16857,421,17,easy_d01,Easy,d12_16,12.0,16.0,20361041,20881637,"[17.8, 12.3, 1.1461360442451232]","[23.0, 23.8, 1.1461360442451232]",12.621014222319852,True,,2.2999227046966553,525,13.090103950973438,134,True,True,,2,3,38
16858,421,18,easy_d01,Easy,d16_20,16.0,20.0,20361041,20881638,"[22.5, 29.0, -1.8769502256955648]","[17.0, 11.600000000000001, -1.8769502256955648]",18.24856158714982,True,,0.4685842990875244,1,18.24856158714982,184,True,True,,2,3,69
16859,421,19,easy_d01,Easy,d20_inf,20.0,,20361041,20881639,"[27.3, 1.9000000000000001, 2.4879061570649914]","[0.8, 22.200000000000003, 2.4879061570649914]",33.381731530883776,False,timeout,2.509958267211914,537,0.0,0,False,False,,0,0,0
16860,421,20,easy_d01,Easy,d08_12,8.0,12.0,20361041,20881640,"[14.600000000000001, 19.6, -0.6066051085945269]","[24.400000000000002, 12.8, -0.6066051085945269]",11.928118040998758,True,,0.5181703567504883,9,12.216112488675913,126,True,True,,1,2,24
16861,421,21,easy_d01,Easy,d12_16,12.0,16.0,20361041,20881641,"[14.600000000000001, 5.5, 0.41475693709520267]","[28.0, 11.4, 0.41475693709520267]",14.64137971640651,True,,1.019310712814331,105,14.810930666860887,151,True,True,,1,2,38
16862,421,22,easy_d01,Easy,d16_20,16.0,20.0,20361041,20881642,"[13.9, 12.700000000000001, 2.224606348734424]","[2.1, 28.1, 2.224606348734424]",19.40103090044444,True,,0.49677419662475586,1,19.40103090044444,196,True,True,,2,3,81
16863,421,23,easy_d01,Easy,d20_inf,20.0,,20361041,20881643,"[2.0, 27.5, -1.1127983751976749]","[12.5, 6.2, -1.1127983751976749]",23.747420912595963,False,timeout,2.5026073455810547,713,0.0,0,False,False,,0,0,0
16864,421,24,easy_d01,Easy,d08_12,8.0,12.0,20361041,20881644,"[23.8, 11.200000000000001, 2.5473789497893593]","[16.400000000000002, 16.2, 2.5473789497893593]",8.93084542470644,True,,0.5247743129730225,19,9.266626983377783,96,True,True,,1,2,42
16865,421,25,easy_d01,Easy,d12_16,12.0,16.0,20361041,20881645,"[16.3, 25.6, 2.9454709784011515]","[1.2000000000000002, 28.6, 2.9454709784011515]",15.395129099815955,True,,1.0271408557891846,151,15.864452633469622,161,True,True,,3,4,112
16866,421,26,easy_d01,Easy,d16_20,16.0,20.0,20361041,20881646,"[6.7, 3.2, -0.027770636593421032]","[24.700000000000003, 2.7, -0.027770636593421032]",18.00694310536911,True,,0.5292069911956787,9,18.045633229329617,183,True,True,,2,3,67
16867,421,27,easy_d01,Easy,d20_inf,20.0,,20361041,20881647,"[21.1, 7.800000000000001, 2.7776136970801493]","[2.2, 15.0, 2.7776136970801493]",20.224984548819812,True,,0.5009031295776367,1,20.224984548819812,204,True,True,,2,3,89
16868,421,28,easy_d01,Easy,d08_12,8.0,12.0,20361041,20881648,"[10.600000000000001, 6.9, 0.8335536764573639]","[18.5, 15.600000000000001, 0.8335536764573639]",11.751595636338072,True,,0.5231249332427979,9,11.759919375153629,120,True,True,,2,3,71
16869,421,29,easy_d01,Easy,d12_16,12.0,16.0,20361041,20881649,"[28.1, 24.6, -3.0259814743579083]","[12.600000000000001, 22.8, -3.0259814743579083]",15.604166110369372,False,timeout,2.5103118419647217,571,0.0,0,False,False,,0,0,0
16870,421,30,easy_d01,Easy,d16_20,16.0,20.0,20361041,20881650,"[8.200000000000001, 28.5, -1.731696941403037]","[5.1000000000000005, 9.4, -1.731696941403037]",19.349935400408967,False,timeout,2.5022060871124268,684,0.0,0,False,False,,0,0,0
16871,421,31,easy_d01,Easy,d20_inf,20.0,,20361041,20881651,"[5.4, 28.3, -0.9278858853871432]","[25.700000000000003, 1.2000000000000002, -0.9278858853871432]",33.86000590667403,True,,0.7111961841583252,41,35.259129397045456,355,True,True,,4,5,317
16872,421,32,easy_d01,Easy,d08_12,8.0,12.0,20361041,20881652,"[26.200000000000003, 0.8, 2.0798672152172797]","[21.400000000000002, 9.4, 2.0798672152172797]",9.848857801796104,True,,0.6975424289703369,13,9.895511019482905,102,True,True,,1,2,20
16873,421,33,easy_d01,Easy,d12_16,12.0,16.0,20361041,20881653,"[24.0, 8.4, 2.835361917315578]","[10.4, 12.700000000000001, 2.835361917315578]",14.263590010933433,True,,0.8868966102600098,145,15.351786974088084,158,True,True,,2,3,103
16874,421,34,easy_d01,Easy,d16_20,16.0,20.0,20361041,20881654,"[1.4000000000000001, 2.9000000000000004, -0.02923143737222031]","[18.5, 2.4000000000000004, -0.02923143737222031]",17.10730837975396,True,,1.072012186050415,281,17.203626164302044,175,True,True,,2,3,81
16875,421,35,easy_d01,Easy,d20_inf,20.0,,20361041,20881655,"[9.1, 24.900000000000002, -1.093036751430966]","[19.3, 5.2, -1.093036751430966]",22.18400324558217,True,,0.9135653972625732,145,22.466240511828044,228,True,True,,3,4,172
16876,421,36,easy_d01,Easy,d08_12,8.0,12.0,20361041,20881656,"[17.3, 8.200000000000001, -0.35299038782691056]","[26.8, 4.7, -0.35299038782691056]",10.124228365658293,True,,0.8086700439453125,41,10.396195395813399,106,True,True,,2,3,27
16877,421,37,easy_d01,Easy,d12_16,12.0,16.0,20361041,20881657,"[6.6000000000000005, 20.1, -1.6226977252530697]","[5.800000000000001, 4.7, -1.6226977252530697]",15.420765220960991,True,,1.6192805767059326,343,15.502856295218468,157,True,True,,2,3,71
16878,421,38,easy_d01,Easy,d16_20,16.0,20.0,20361041,20881658,"[26.6, 16.0, 3.050932766389048]","[7.9, 17.7, 3.050932766389048]",18.777113729218346,True,,0.6662185192108154,1,18.777113729218346,189,True,True,,2,3,73
16879,421,39,easy_d01,Easy,d20_inf,20.0,,20361041,20881659,"[25.900000000000002, 17.7, -2.576915617295629]","[3.8000000000000003, 3.7, -2.576915617295629]",26.161230857893518,True,,0.5673956871032715,17,26.847761972602672,272,True,True,,3,4,169
16880,422,0,easy_d00,Easy,d08_12,8.0,12.0,20361042,20882620,"[14.5, 12.9, -2.0540492666529073]","[9.200000000000001, 2.8000000000000003, -2.0540492666529073]",11.406138698087096,True,,0.47260022163391113,1,11.406138698087096,116,True,True,,1,2,21
16881,422,1,easy_d00,Easy,d12_16,12.0,16.0,20361042,20882621,"[2.2, 19.5, -1.1902899496825317]","[7.800000000000001, 5.5, -1.1902899496825317]",15.078461459976612,True,,0.48410630226135254,1,15.078461459976612,152,True,True,,1,2,39
16882,422,2,easy_d00,Easy,d16_20,16.0,20.0,20361042,20882622,"[8.0, 16.2, -0.6747409422235526]","[23.0, 4.2, -0.6747409422235526]",19.209372712298546,False,timeout,2.5145151615142822,577,0.0,0,False,False,,0,0,0
16883,422,3,easy_d00,Easy,d20_inf,20.0,,20361042,20882623,"[28.1, 26.0, -2.9308391096845847]","[8.0, 21.700000000000003, -2.9308391096845847]",20.554804791094465,True,,0.5502951145172119,33,20.861363652230033,212,True,True,,2,3,95
16884,422,4,easy_d00,Easy,d08_12,8.0,12.0,20361042,20882624,"[8.3, 10.200000000000001, 0.44872334401072106]","[19.1, 15.4, 0.44872334401072106]",11.986659251017358,True,,1.4512460231781006,261,12.537478242104248,129,True,False,short_progress,0,0,83
16885,422,5,easy_d00,Easy,d12_16,12.0,16.0,20361042,20882625,"[19.6, 14.9, 0.9380474917927136]","[27.3, 25.400000000000002, 0.9380474917927136]",13.020752666416794,False,timeout,2.500371217727661,839,0.0,0,False,False,,0,0,0
16886,422,6,easy_d00,Easy,d16_20,16.0,20.0,20361042,20882626,"[6.300000000000001, 16.8, -0.371708950118585]","[24.0, 9.9, -0.371708950118585]",18.997368238785075,True,,0.6807153224945068,1,18.997368238785075,191,True,True,,2,3,75
16887,422,7,easy_d00,Easy,d20_inf,20.0,,20361042,20882627,"[4.1000000000000005, 0.9, 1.3755149286999975]","[9.5, 28.200000000000003, 1.3755149286999975]",27.82894176931635,False,timeout,2.5016438961029053,702,0.0,0,False,False,,0,0,0
16888,422,8,easy_d00,Easy,d08_12,8.0,12.0,20361042,20882628,"[16.1, 10.100000000000001, -2.697646928501796]","[7.9, 6.2, -2.697646928501796]",9.080198235721511,True,,0.6925632953643799,7,9.197912760476084,94,True,True,,1,2,23
16889,422,9,easy_d00,Easy,d12_16,12.0,16.0,20361042,20882629,"[25.400000000000002, 10.8, 1.9670972591370666]","[19.5, 24.900000000000002, 1.9670972591370666]",15.2846328055338,True,,0.4822413921356201,1,15.2846328055338,154,True,True,,1,2,40
16890,422,10,easy_d00,Easy,d16_20,16.0,20.0,20361042,20882630,"[4.800000000000001, 24.5, -0.38050637711236485]","[20.3, 18.3, -0.38050637711236485]",16.69401090211696,True,,1.2598888874053955,243,17.201526528752563,174,True,True,,3,4,97
16891,422,11,easy_d00,Easy,d20_inf,20.0,,20361042,20882631,"[9.4, 27.8, -0.6123221322275952]","[26.200000000000003, 16.0, -0.6123221322275952]",20.529978080845584,True,,0.6687071323394775,81,21.56972276180962,218,True,True,,2,3,97
16892,422,12,easy_d00,Easy,d08_12,8.0,12.0,20361042,20882632,"[21.200000000000003, 8.5, -2.8794728123243205]","[13.0, 6.300000000000001, -2.8794728123243205]",8.489994110716452,True,,1.064089059829712,145,8.65812608690098,90,True,True,,1,2,8
16893,422,13,easy_d00,Easy,d12_16,12.0,16.0,20361042,20882633,"[1.3, 16.400000000000002, 0.20039855382587834]","[14.100000000000001, 19.0, 0.20039855382587834]",13.061393493804557,True,,0.6937680244445801,1,13.061393493804557,132,True,True,,1,2,29
16894,422,14,easy_d00,Easy,d16_20,16.0,20.0,20361042,20882634,"[1.0, 15.700000000000001, 0.4240412919962203]","[18.5, 23.6, 0.4240412919962203]",19.200520826269273,True,,0.5379173755645752,1,19.200520826269273,194,True,True,,2,3,79
16895,422,15,easy_d00,Easy,d20_inf,20.0,,20361042,20882635,"[6.300000000000001, 0.8, 0.61539301202243]","[27.8, 16.0, 0.61539301202243]",26.33040068058213,True,,0.7242522239685059,9,26.60275763128745,268,True,True,,3,4,166
16896,422,16,easy_d00,Easy,d08_12,8.0,12.0,20361042,20882636,"[20.900000000000002, 14.9, 2.896613990462929]","[12.9, 16.900000000000002, 2.896613990462929]",8.246211251235323,True,,0.8758881092071533,61,8.341277081492512,85,True,True,,2,3,40
16897,422,17,easy_d00,Easy,d12_16,12.0,16.0,20361042,20882637,"[5.800000000000001, 27.8, -1.7176194499274835]","[3.7, 13.600000000000001, -1.7176194499274835]",14.354441821262155,True,,0.5302281379699707,17,14.38526753316644,146,True,True,,1,2,37
16898,422,18,easy_d00,Easy,d16_20,16.0,20.0,20361042,20882638,"[26.900000000000002, 4.3, 1.6325732883552462]","[25.700000000000003, 23.700000000000003, 1.6325732883552462]",19.437077969694933,True,,1.2381794452667236,265,19.467428152968857,197,True,True,,2,3,101
16899,422,19,easy_d00,Easy,d20_inf,20.0,,20361042,20882639,"[3.3000000000000003, 0.6000000000000001, 0.6850935135360282]","[29.0, 21.6, 0.6850935135360282]",33.188702897220914,False,timeout,2.512730598449707,1073,0.0,0,False,False,,0,0,0
16900,422,20,easy_d00,Easy,d08_12,8.0,12.0,20361042,20882640,"[20.400000000000002, 20.3, 2.0870269974066447]","[16.2, 27.700000000000003, 2.0870269974066447]",8.508818954473062,True,,0.7461292743682861,1,8.508818954473062,87,True,True,,1,2,6
16901,422,21,easy_d00,Easy,d12_16,12.0,16.0,20361042,20882641,"[2.6, 2.3000000000000003, 0.7244409133078742]","[13.9, 12.3, 0.7244409133078742]",15.089400253157844,False,timeout,2.5012855529785156,897,0.0,0,False,False,,0,0,0
16902,422,22,easy_d00,Easy,d16_20,16.0,20.0,20361042,20882642,"[18.3, 26.1, -1.2940603881727815]","[23.1, 9.200000000000001, -1.2940603881727815]",17.56843760839307,True,,0.7604870796203613,33,17.75582467977136,180,True,True,,2,3,63
16903,422,23,easy_d00,Easy,d20_inf,20.0,,20361042,20882643,"[3.3000000000000003, 8.5, -0.2134470612231654]","[23.6, 4.1000000000000005, -0.2134470612231654]",20.77137453323684,True,,0.714210033416748,9,20.78635652494921,210,True,True,,2,3,109
16904,422,24,easy_d00,Easy,d08_12,8.0,12.0,20361042,20882644,"[13.4, 19.900000000000002, -1.5312130528577999]","[13.8, 9.8, -1.5312130528577999]",10.107917688624102,True,,0.6925411224365234,1,10.107917688624102,103,True,True,,1,2,14
16905,422,25,easy_d00,Easy,d12_16,12.0,16.0,20361042,20882645,"[10.600000000000001, 20.5, 0.5673016273064386]","[21.900000000000002, 27.700000000000003, 0.5673016273064386]",13.398880550254937,False,timeout,2.501380681991577,513,0.0,0,False,False,,0,0,0
16906,422,26,easy_d00,Easy,d16_20,16.0,20.0,20361042,20882646,"[16.3, 25.700000000000003, -1.9730178924569997]","[8.6, 7.6000000000000005, -1.9730178924569997]",19.669773765857098,False,timeout,2.5049591064453125,573,0.0,0,False,False,,0,0,0
16907,422,27,easy_d00,Easy,d20_inf,20.0,,20361042,20882647,"[4.1000000000000005, 5.4, 0.7564530203279574]","[27.200000000000003, 27.200000000000003, 0.7564530203279574]",31.762399153716338,False,timeout,2.5075035095214844,673,0.0,0,False,False,,0,0,0
16908,422,28,easy_d00,Easy,d08_12,8.0,12.0,20361042,20882648,"[9.8, 13.600000000000001, 0.9636114240922692]","[16.400000000000002, 23.1, 0.9636114240922692]",11.567627241573788,True,,0.4345698356628418,1,11.567627241573788,117,True,True,,1,2,21
16909,422,29,easy_d00,Easy,d12_16,12.0,16.0,20361042,20882649,"[23.400000000000002, 16.1, 2.864431946256204]","[11.8, 19.400000000000002, 2.864431946256204]",12.06026533704794,True,,0.7236824035644531,41,12.25315652562928,125,True,True,,2,3,67
16910,422,30,easy_d00,Easy,d16_20,16.0,20.0,20361042,20882650,"[3.9000000000000004, 19.0, -0.8621700546672264]","[15.3, 5.7, -0.8621700546672264]",17.517134468856487,False,timeout,2.5013232231140137,901,0.0,0,False,False,,0,0,0
16911,422,31,easy_d00,Easy,d20_inf,20.0,,20361042,20882651,"[24.1, 1.8, 1.8053677334144584]","[17.6, 29.0, 1.8053677334144584]",27.96587205863604,True,,1.166043758392334,201,28.197217373509698,284,True,True,,3,4,193
16912,422,32,easy_d00,Easy,d08_12,8.0,12.0,20361042,20882652,"[7.2, 22.6, -0.5280744484263598]","[15.600000000000001, 17.7, -0.5280744484263598]",9.724710792614866,True,,2.0939648151397705,613,10.14490690309484,104,True,True,,2,3,19
16913,422,33,easy_d00,Easy,d12_16,12.0,16.0,20361042,20882653,"[8.700000000000001, 21.3, -0.8507256330208]","[18.7, 9.9, -0.8507256330208]",15.16443206981389,True,,0.6860787868499756,1,15.16443206981389,153,True,True,,1,2,39
16914,422,34,easy_d00,Easy,d16_20,16.0,20.0,20361042,20882654,"[6.6000000000000005, 14.8, -0.3805063771123649]","[21.6, 8.8, -0.3805063771123649]",16.15549442140351,True,,0.6910583972930908,9,16.209570006552603,165,True,True,,2,3,107
16915,422,35,easy_d00,Easy,d20_inf,20.0,,20361042,20882655,"[2.9000000000000004, 7.0, 1.0873493252276976]","[13.4, 27.0, 1.0873493252276976]",22.588713996153036,True,,0.7166290283203125,17,22.714133652470895,229,True,True,,2,3,113
16916,422,36,easy_d00,Easy,d08_12,8.0,12.0,20361042,20882656,"[18.2, 10.200000000000001, 2.6043079392890216]","[8.8, 15.8, 2.6043079392890216]",10.941663493271943,True,,0.7022378444671631,1,10.941663493271943,111,True,True,,1,2,18
16917,422,37,easy_d00,Easy,d12_16,12.0,16.0,20361042,20882657,"[18.2, 23.5, -2.564153037445279]","[5.0, 14.9, -2.564153037445279]",15.754364474646382,True,,0.6780269145965576,1,15.754364474646382,159,True,True,,1,2,42
16918,422,38,easy_d00,Easy,d16_20,16.0,20.0,20361042,20882658,"[12.0, 18.400000000000002, 0.5745705755843376]","[27.6, 28.5, 0.5745705755843376]",18.58413301717355,False,timeout,2.50512957572937,763,0.0,0,False,False,,0,0,0
16919,422,39,easy_d00,Easy,d20_inf,20.0,,20361042,20882659,"[10.200000000000001, 2.1, 0.9544993893988254]","[22.1, 18.900000000000002, 0.9544993893988254]",20.58761763779384,False,timeout,2.501405954360962,1305,0.0,0,False,False,,0,0,0
16920,423,0,easy_d01,Easy,d08_12,8.0,12.0,20361043,20883620,"[20.0, 5.1000000000000005, -2.777185064444591]","[10.3, 1.4000000000000001, -2.777185064444591]",10.381714694596456,True,,0.8037948608398438,70,10.760425859856085,111,True,True,,2,3,49
16921,423,1,easy_d01,Easy,d12_16,12.0,16.0,20361043,20883621,"[13.9, 18.2, 0.4604424917708741]","[26.400000000000002, 24.400000000000002, 0.4604424917708741]",13.953135848260063,True,,0.5421404838562012,22,14.716194708785151,150,True,True,,1,2,36
16922,423,2,easy_d01,Easy,d16_20,16.0,20.0,20361043,20883622,"[23.0, 24.5, -2.214297435588181]","[12.200000000000001, 10.100000000000001, -2.214297435588181]",18.0,False,timeout,2.500335454940796,1091,0.0,0,False,False,,0,0,0
16923,423,3,easy_d01,Easy,d20_inf,20.0,,20361043,20883623,"[12.9, 29.200000000000003, -2.1690418499561694]","[0.7000000000000001, 11.3, -2.1690418499561694]",21.662179022434472,True,,0.8271420001983643,385,22.529809160023436,228,True,True,,3,4,157
16924,423,4,easy_d01,Easy,d08_12,8.0,12.0,20361043,20883624,"[10.4, 15.600000000000001, -2.1556739405149306]","[5.5, 8.200000000000001, -2.1556739405149306]",8.875246475450696,False,timeout,2.5068905353546143,814,0.0,0,False,False,,0,0,0
16925,423,5,easy_d01,Easy,d12_16,12.0,16.0,20361043,20883625,"[16.5, 5.7, 1.2812926548335082]","[20.700000000000003, 19.8, 1.2812926548335082]",14.712239802287076,True,,0.5849950313568115,31,15.403768876068952,157,True,True,,1,2,41
16926,423,6,easy_d01,Easy,d16_20,16.0,20.0,20361043,20883626,"[10.700000000000001, 20.200000000000003, -2.0060278141022283]","[3.4000000000000004, 4.5, -2.0060278141022283]",17.314156057977534,True,,1.006312370300293,197,17.898783670865644,181,True,True,,4,5,195
16927,423,7,easy_d01,Easy,d20_inf,20.0,,20361043,20883627,"[25.700000000000003, 16.900000000000002, -2.4661964034652857]","[7.1000000000000005, 2.0, -2.4661964034652857]",23.832121181296475,True,,0.8496601581573486,73,24.391478410974376,248,True,True,,4,5,258
16928,423,8,easy_d01,Easy,d08_12,8.0,12.0,20361043,20883628,"[18.7, 16.7, 1.1071487177940904]","[22.5, 24.3, 1.1071487177940904]",8.497058314499203,True,,0.7811203002929688,33,8.911533619523563,92,True,True,,1,2,21
16929,423,9,easy_d01,Easy,d12_16,12.0,16.0,20361043,20883629,"[7.1000000000000005, 29.200000000000003, -0.12619153977302483]","[20.5, 27.5, -0.12619153977302483]",13.507405376311173,True,,0.6971161365509033,1,13.507405376311173,137,True,True,,1,2,31
16930,423,10,easy_d01,Easy,d16_20,16.0,20.0,20361043,20883630,"[19.400000000000002, 19.8, 2.991565696805685]","[2.2, 22.400000000000002, 2.991565696805685]",17.39540169125163,True,,0.8768129348754883,195,17.77790280540488,180,True,True,,3,4,70
16931,423,11,easy_d01,Easy,d20_inf,20.0,,20361043,20883631,"[27.6, 21.700000000000003, -2.525675896127249]","[5.7, 6.2, -2.525675896127249]",26.83020685719736,False,timeout,2.5001394748687744,759,0.0,0,False,False,,0,0,0
16932,423,12,easy_d01,Easy,d08_12,8.0,12.0,20361043,20883632,"[13.8, 15.5, 1.582290073509927]","[13.700000000000001, 24.200000000000003, 1.582290073509927]",8.700574693662485,True,,0.46759486198425293,1,8.700574693662485,89,True,True,,1,2,7
16933,423,13,easy_d01,Easy,d12_16,12.0,16.0,20361043,20883633,"[12.200000000000001, 3.9000000000000004, -0.17670885607003659]","[26.200000000000003, 1.4000000000000001, -0.17670885607003659]",14.221462653327894,True,,0.5944633483886719,1,14.221462653327894,144,True,True,,1,2,35
16934,423,14,easy_d01,Easy,d16_20,16.0,20.0,20361043,20883634,"[9.4, 7.4, -0.1890723275611807]","[25.6, 4.3, -0.1890723275611807]",16.493938280471408,True,,0.5852363109588623,97,16.97105279575242,172,True,True,,2,3,66
16935,423,15,easy_d01,Easy,d20_inf,20.0,,20361043,20883635,"[1.8, 1.5, 0.9424855950876027]","[19.6, 26.0, 0.9424855950876027]",30.283493853913225,True,,1.133157730102539,209,31.103771907225372,315,True,True,,4,5,359
16936,423,16,easy_d01,Easy,d08_12,8.0,12.0,20361043,20883636,"[28.400000000000002, 17.8, 2.561589879382112]","[19.700000000000003, 23.5, 2.561589879382112]",10.400961494015828,True,,0.5817031860351562,15,10.519379546898891,108,True,True,,1,2,37
16937,423,17,easy_d01,Easy,d12_16,12.0,16.0,20361043,20883637,"[17.2, 17.400000000000002, 3.0707436940451838]","[1.7000000000000002, 18.5, 3.0707436940451838]",15.538983235720412,True,,0.7421374320983887,85,15.622928894457331,159,True,True,,1,2,42
16938,423,18,easy_d01,Easy,d16_20,16.0,20.0,20361043,20883638,"[7.4, 27.700000000000003, -1.5296431041534537]","[8.1, 10.700000000000001, -1.5296431041534537]",17.014405661086137,True,,2.2634449005126953,721,17.189299601219297,175,True,True,,2,3,87
16939,423,19,easy_d01,Easy,d20_inf,20.0,,20361043,20883639,"[6.800000000000001, 11.200000000000001, 0.39276066563732154]","[27.8, 19.900000000000002, 0.39276066563732154]",22.73081608741754,True,,2.0969505310058594,653,23.69476710220381,240,True,False,short_progress,0,0,209
16940,423,20,easy_d01,Easy,d08_12,8.0,12.0,20361043,20883640,"[13.9, 8.1, -2.489163210616672]","[5.0, 1.3, -2.489163210616672]",11.200446419674531,True,,0.5976243019104004,1,11.200446419674531,114,True,True,,1,2,20
